Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
19-040407,2019-08,08/18/2019 21:50,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,822,N CARDINAL AVE,59, , ,822,CARDINAL,899472.8,1021674
19-040405,2019-08,08/18/2019 21:53,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,0,W FLORISSANT AVE / RIVERVIEW B,72, , , , ,891715.8,1046309
19-040451,2019-08,08/18/2019 22:00,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,4246,SCHILLER PL,5, , ,4246,SCHILLER,886519.1,999306.9
19-040494,2019-08,08/18/2019 22:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6027,CHIPPEWA ST,9, ,BARNEY S GASTROPUB,2110,HAMPTON,878555.8,1005136
19-040592,2019-08,08/18/2019 22:00,Y, , ,1, , 41016,2,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,1033,MCCAUSLAND AVE,44,HI-POINTE DRIVE IN, ,1033,MCCAUSLAND,875749.4,1019048
19-040434,2019-08,08/18/2019 22:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 6TH ST / WASHINGTON AVE,35, , , , ,908954.4,1018431
19-040741,2019-08,08/18/2019 22:30,Y, , ,1, , 72113,1,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,4232,S BROADWAY,17, , ,1915,OLIVE,897347.1,999530.2
19-040458,2019-08,08/18/2019 22:30,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,3917,EILER ST,5, , ,3917,EILER,888769.8,997658.8
19-041172,2019-08,08/18/2019 22:50,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",1507,WASHINGTON AVE,36,THE LAST HOTEL STL, ,1507,WASHINGTON,905761.7,1019418
19-040487,2019-08,08/18/2019 22:53,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5476,ARLINGTON AVE,71, , ,5476,ARLINGTON,894210.3,1042359
19-040450,2019-08,08/18/2019 23:00,Y, , ,1, , 65601,2,"LARCENY-MTR VEH PARTS $500 - $24,999",6724,ARTHUR AVE,9, , ,6724,ARTHUR,875852.4,1008079
19-040436,2019-08,08/18/2019 23:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,S 11TH ST / SPRUCE ST,35, , , , ,906542.5,1016191
19-040423,2019-08,08/18/2019 23:30,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",5850,DELMAR BLVD,46, , ,5850,DELMAR,880464.6,1027109
19-040415,2019-08,08/18/2019 23:50,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,MORA LN / SWITZER AVE,73, , , , ,891947.9,1049783
19-043197,2019-08,08/19/2019 00:01,Y, , ,1, ,115400,4,STLG BY DECEIT/IDENTITY THEFT REPORT,614,N CARDINAL AVE,37, , ,614,CARDINAL,899281.1,1020931
19-040418,2019-08,08/19/2019 00:10,Y, , ,1, , 51222,5,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,1064,HAMILTON AVE,48, , ,1064,HAMILTON,880462.7,1030329
19-040416,2019-08,08/19/2019 00:11,Y, , ,1, ,263820,6,OBSTRUCT GOVRN OP-PARK ORD VIOL,0,PARK - HICKEY,74,HICKEY PARK, , , ,897936.2,1051744
19-040420,2019-08,08/19/2019 00:30,Y, , ,1, , 32112,5,ROBBERY-RESIDENCE   /FIREARM USED/ATTEMPT,707,N KINGSHIGHWAY BLVD,51, ,@MOBIL - 707 N KINGSHIGHWAY,707,KINGSHIGHWAY,887661.3,1026321
19-040644,2019-08,08/19/2019 00:30,Y, , ,1, , 71030,5,AUTO THEFT-PERM RETNT/JOY RIDE,0,N EUCLID AVE / SAINT LOUIS AVE,55, , , , ,890809.9,1033029
19-040490,2019-08,08/19/2019 00:35,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,2809,HAMILTON AVE,50, , ,2809,HAMILTON,883156.9,1036698
19-040507,2019-08,08/19/2019 00:40,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5020,VERNON AVE,51, , ,5020,VERNON,887792.1,1028435
19-040419,2019-08,08/19/2019 01:10,Y, , ,1, , 73440,4,AUTO THEFT-OTHR VEH/PERM RETNT/ATTEMPT,607,N GRAND BLVD,77, , , , ,896930.7,1021874
19-040470,2019-08,08/19/2019 01:15,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5475,CABANNE AVE,49, , ,5975,CABANNE,883631.8,1028675
19-040517,2019-08,08/19/2019 01:20,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5475,CABANNE AVE,49, , ,5475,CABANNE,883631.8,1028675
19-040422,2019-08,08/19/2019 02:40,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1212,AUBERT AVE,53,1ST FLOOR, ,1212,AUBERT,888587.3,1028496
19-040424,2019-08,08/19/2019 03:30,Y, , ,1, ,182250,4,DRUGS-POSSESSION/COCAINE,4500,N BROADWAY,64, , ,4500,BROADWAY,905164,1033720
19-040508,2019-08,08/19/2019 04:11,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY,4531,NATURAL BRIDGE AVE,69, , ,4531,NATURAL BRIDGE,894416.9,1033585
19-040428,2019-08,08/19/2019 04:33,Y, , ,1, , 65601,5,"LARCENY-MTR VEH PARTS $500 - $24,999",0,N BOYLE AVE / OLIVE ST,38, , , , ,892035.1,1023916
19-042222,2019-08,08/19/2019 05:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,1342,N EUCLID AVE,53, , , , ,889173.5,1029590
19-040429,2019-08,08/19/2019 05:28,Y, , ,1, , 38111,4,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,715,N 21ST ST,36, , ,715,21ST,903383,1020259
19-041114,2019-08,08/19/2019 06:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,6514,MARQUETTE AVE,9, , ,6514,MARQUETTE,877097.8,1007132
19-040430,2019-08,08/19/2019 06:10,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,I 55 SOUTHBOUND / LOUGHBOROUGH,1, , , , ,889032,991661.3
19-040431,2019-08,08/19/2019 06:47,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,721,N TUCKER BLVD,36, ,SHELL GAS STATION,721,TUCKER,906857.6,1019492
19-040561,2019-08,08/19/2019 07:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2308,TEXAS AVE,24, , ,2308,TEXAS,899249.3,1010123
19-040444,2019-08,08/19/2019 07:45,Y, , ,1, , 91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4437,NORFOLK AVE,39, , ,4437,NORFOLK,888588.3,1016487
19-040529,2019-08,08/19/2019 08:30,Y, , ,1, , 51112,6,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,3110,CLARENCE PL,56, , ,3110,CLARENCE,895257.9,1031119
19-040495,2019-08,08/19/2019 08:30,Y, , ,1, , 51112,3,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,2835,MAGNOLIA AVE,24, , ,2835,MAGNOLIA,897595.9,1009060
19-040698,2019-08,08/19/2019 08:30,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",4949,BARNES JEWISH HOSPITAL PLZ,38,HOSPITAL - BARNES JEWISH, ,4949, ,887396.8,1020150
19-040449,2019-08,08/19/2019 08:45,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,0,CASS AVE / HOGAN ST,61,@BUS STOP, ,1510,19TH,905434.4,1023013
19-040477,2019-08,08/19/2019 09:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3739,PAGE BLVD,77, , ,3739,PAGE,897146.1,1024786
19-040456,2019-08,08/19/2019 09:19,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,1901,COMPTON HILL PL,26,RESERVOIR PARK, , , ,895979.8,1012802
19-040457,2019-08,08/19/2019 09:30,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6020,N BROADWAY,79,GAS MART, ,6020,BROADWAY,900874.1,1038184
19-040453,2019-08,08/19/2019 09:30,Y, , ,1, ,263299,3,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,S GRAND BLVD / I 44 WESTBOUND,31, , , , ,894727.1,1013527
19-040474,2019-08,08/19/2019 09:40,Y, , ,1, , 31111,6,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4638,NATURAL BRIDGE AVE,56, , ,4638,NATURAL BRIDGE,893634.8,1033706
19-040575,2019-08,08/19/2019 10:00,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",2919,ABNER PL,50, , ,2919,ABNER,887748.4,1034990
19-042321,2019-08,08/19/2019 10:00,Y, , ,1, ,112020,2,FRAUD-CREDIT DEVICE/UNDER $150,1410,SANFORD AVE,42, , ,1410,SANFORD,878111.4,1016349
19-040737,2019-08,08/19/2019 10:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,5604,LANSDOWNE AVE,7, , ,5604,LANSDOWNE,880716.1,1003333
19-041899,2019-08,08/19/2019 10:15,Y, , ,1, ,115100,1,FRAUD-STEALING BY DECEIT/OVER $150,4245,GUSTINE AVE,16,ELECTRICAL ACCESSORIES,ELECTRICAL ACCESSORIES,4245,GUSTINE,890385.8,1001947
19-040485,2019-08,08/19/2019 10:30,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4347,S BROADWAY,17,PHILLIPS 66, , , ,896495.6,998909.4
19-040479,2019-08,08/19/2019 10:30,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,7000,MANCHESTER AVE,10, , , , ,874686.6,1013295
19-040491,2019-08,08/19/2019 10:45,Y, , ,1, , 91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,4323,S 38TH ST,16, , , , ,892008.4,1000709
19-040476,2019-08,08/19/2019 10:48,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,4500,N BROADWAY,64, , , , ,905164,1033720
19-040500,2019-08,08/19/2019 10:56,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3854,LOUISIANA AVE,16, , ,3854,LOUISIANA,894345.4,1002374
19-040593,2019-08,08/19/2019 11:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2101,LOCUST ST,36, , ,2101,LOCUST,903161.9,1019670
19-040480,2019-08,08/19/2019 11:07,Y, , ,1, , 63701,4,LARCENY-SHOPLIFT UNDER $500,721,N TUCKER BLVD,36, , ,721,TUCKER,906857.6,1019492
19-040493,2019-08,08/19/2019 11:30,Y, , ,1, ,182130,5,DRUGS-POSSESSION/HEROIN,1225,UNION BLVD,48, ,@WALGREENS - 1225 UNION,1225,UNION,885132.9,1029391
19-040554,2019-08,08/19/2019 11:30,Y, , ,1, , 51130,6,BURGLARY-RESIDENCE/DAY/ATT FORCE ENTRY,4126,E GREEN LEA PL,68, , ,4126,GREEN LEA,899550.6,1033595
19-040679,2019-08,08/19/2019 12:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3015,N TAYLOR AVE,56, , ,3015,TAYLOR,893666.1,1031791
19-043531,2019-08,08/19/2019 12:00,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,4457,GRAVOIS AVE,5, , ,4457,GRAVOIS,888114.6,1002072
19-040505,2019-08,08/19/2019 12:15,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2930,N TAYLOR AVE,56, ,RESIDENCE,2930,TAYLOR,893718.9,1031492
19-040505,2019-08,08/19/2019 12:15,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2930,N TAYLOR AVE,56, ,RESIDENCE,2930,TAYLOR,893718.9,1031492
19-040501,2019-08,08/19/2019 12:20,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,932,LOUGHBOROUGH AVE,1, ,@LOUGHBOROUGH COMMONS - LOWE S,920,LOUGHBOROUGH,888524.2,991611.8
19-041926,2019-08,08/19/2019 12:41,Y, , ,1, ,115100,1,FRAUD-STEALING BY DECEIT/OVER $150,4991,QUINCY ST,6, , ,4991,QUINCY,880722,996868.7
19-040504,2019-08,08/19/2019 12:58,Y, , ,1, ,250000,4,LOITERING-BEGGING,300,CARR ST,35, , , , ,910117.3,1019851
19-040530,2019-08,08/19/2019 13:00,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,4930,S KINGSHIGHWAY BLVD,6,BIG LOTS, ,4930,KINGSHIGHWAY,884055.6,1001854
19-040511,2019-08,08/19/2019 13:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,8867,LOWELL ST,74, , ,8867,LOWELL,898045.1,1053234
19-040606,2019-08,08/19/2019 13:00,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3106,KEOKUK ST,16, ,DOWNSTAIRS,3106,KEOKUK,895434.2,1002055
19-040512,2019-08,08/19/2019 13:30,Y, , ,1, ,182999,5,DRUGS-POSSESSION/OTHR UNSPEC DRUG,1215,N KINGSHIGHWAY BLVD,51,AUTO ZONE, ,1215,KINGSHIGHWAY,888084.4,1028777
19-040600,2019-08,08/19/2019 13:40,Y, , ,1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5610,ENRIGHT AVE,48, , ,5610,ENRIGHT,882444.8,1027397
19-040521,2019-08,08/19/2019 13:40,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,ADELAIDE AVE / HALL ST,64, , , , ,904522.8,1037706
19-040562,2019-08,08/19/2019 14:00,Y, , ,1, , 92000,2,SIMPLE ASSAULT-HARRASSMENT,4576,MANCHESTER AVE,39,EARL SCHEIB BODY SHOP, ,4576,MANCHESTER,887584.8,1016755
19-040516,2019-08,08/19/2019 14:05,Y, , ,1, ,250000,4,LOITERING-BEGGING,1000,N BROADWAY,62, , ,1000,BROADWAY,909758.9,1019796
19-040536,2019-08,08/19/2019 14:15,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
19-040526,2019-08,08/19/2019 14:22,Y, , ,1, , 41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,805,N KINGSHIGHWAY BLVD,51, ,@CHURCHES CHICKEN - 805 N KINGSHWY,805,KINGSHIGHWAY,887688.6,1026703
19-041771,2019-08,08/19/2019 14:22,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,6152,WATERMAN BLVD,46, , ,6152,WATERMAN,877665,1025749
19-040534,2019-08,08/19/2019 14:25,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,ACADEMY AVE / DELMAR BLVD,38, , , , ,886733.8,1026275
19-040923,2019-08,08/19/2019 15:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5602,ENRIGHT AVE,48, , ,5602,ENRIGHT,882501.4,1027390
19-040532,2019-08,08/19/2019 15:00,Y, , ,1, , 31211,4,ROBBERY-HIGHWAY    /KNIFE USED/SUCCESSFUL,401,S 14TH ST,36,METROLINK CIVIC CENTER, ,401,14TH,905172.7,1016526
19-040663,2019-08,08/19/2019 15:00,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,3624,NEOSHO ST,16, , ,3624,NEOSHO,891909,998699.7
19-040527,2019-08,08/19/2019 15:00,Y, , ,1, ,263299,0,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,6400,MYRTLE AVE,0, , ,6400,MYRTLE,881036.1,1036813
19-040540,2019-08,08/19/2019 15:27,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,4949,BARNES JEWISH HOSPITAL PLZ,38, , ,4949, ,887396.8,1020150
19-040548,2019-08,08/19/2019 15:42,Y, , ,1, ,182999,4,DRUGS-POSSESSION/OTHR UNSPEC DRUG,1400,N 8TH ST,62, , ,1400,8TH,909212.8,1022017
19-040539,2019-08,08/19/2019 15:56,Y, , ,1, ,250000,3,LOITERING-BEGGING,3172,S GRAND BLVD,25,JAYS INTERNATIONAL FOODS,PARKING LOT, , ,893870.7,1007506
19-040559,2019-08,08/19/2019 16:15,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",4854,CALVIN AVE,69, , ,4854,CALVIN,893826.5,1037267
19-040550,2019-08,08/19/2019 16:20,Y, , ,1, , 51130,1,BURGLARY-RESIDENCE/DAY/ATT FORCE ENTRY,4331,DEWEY AVE,16, , ,4331,DEWEY,891939.4,1000269
19-040595,2019-08,08/19/2019 17:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5841,ETZEL AVE,48, , ,5841,ETZEL,881140.6,1030843
19-040578,2019-08,08/19/2019 17:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4043,PALM ST,56, , ,4043,PALM,898189.9,1031059
19-040598,2019-08,08/19/2019 17:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2212,SALISBURY ST,65, , ,2212,SALISBURY,904099.2,1028944
19-040558,2019-08,08/19/2019 17:10,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4540,N KINGSHIGHWAY BLVD,71, , , , ,892941,1038929
19-040557,2019-08,08/19/2019 17:10,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,N GARRISON AVE / OLIVE ST,37, , , , ,899601.8,1020103
19-040566,2019-08,08/19/2019 17:20,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,2315,S KINGSHIGHWAY BLVD,13,WALGREENS, ,2315,KINGSHIGHWAY,886595.3,1011915
19-040635,2019-08,08/19/2019 17:30,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5650,OAKLAND AVE,41,HOTEL- HAMPTON INN, ,5650,OAKLAND,882152.9,1018203
19-040738,2019-08,08/19/2019 17:30,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,4208,MARYLAND AVE,38, , ,4208,MARYLAND,892097.6,1022476
19-040637,2019-08,08/19/2019 17:30,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5211,WINDSOR PKWY,6, , ,5211,WINDSOR,883865.6,1000781
19-040570,2019-08,08/19/2019 17:40,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,HURCK ST / PENNSYLVANIA AVE,2, , , , ,887580.8,986636.6
19-040569,2019-08,08/19/2019 17:57,Y, , ,1, ,250000,4,LOITERING-BEGGING,215,S 8TH ST,35, , ,900,SPRUCE,907487.6,1016506
19-040676,2019-08,08/19/2019 18:00,Y, , ,1, , 69602,3,"LARCENY-ALL OTHER $500 - $24,999",3836,MICHIGAN AVE,16, , ,3836,MICHIGAN,895359.3,1002436
19-041084,2019-08,08/19/2019 18:00,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",4035,SHREVE AVE,69, , ,4035,SHREVE,893382.8,1035514
19-040641,2019-08,08/19/2019 18:00,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,4831,RHODES AVE,6, , ,4831,RHODES,882531.9,999001.2
19-042281,2019-08,08/19/2019 18:17,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,420,S 8TH ST,35, , ,420,8TH,907484.9,1015799
19-040756,2019-08,08/19/2019 18:30,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,605,CLARA AVE,47, , ,605,CLARA,882250.6,1026528
19-040582,2019-08,08/19/2019 18:30,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,7301,VIRGINIA AVE,2, , ,7300,VIRGINIA,888970.5,990039.6
19-040633,2019-08,08/19/2019 18:30,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1923,SENATE ST,22, , ,1923,SENATE,901233.1,1008414
19-040577,2019-08,08/19/2019 18:31,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,999,N 2ND ST,35, ,@HOTEL- FOUR SEASONS,999,2ND,910439.8,1019433
19-040573,2019-08,08/19/2019 18:44,Y, , ,1, ,183999,5,DRUGS-SALE/OTHR UNSPEC DRUG,4700,NEWBERRY TER,54, , ,4700,NEWBERRY,890256.9,1027783
19-040581,2019-08,08/19/2019 18:45,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,2415,N KINGSHIGHWAY BLVD,52, ,RM 520,2415,KINGSHIGHWAY,889128.1,1032112
19-040656,2019-08,08/19/2019 19:00,Y, , ,1, , 64711,1,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,736,DOVER PL,1, , ,736,DOVER,891225.3,994359.7
19-040721,2019-08,08/19/2019 19:00,Y, , ,1, , 71040,6,AUTO THEFT-PERM RETNT/ATTEMPT,4909,ALCOTT AVE,72, , ,4909,ALCOTT,890628.1,1040866
19-040576,2019-08,08/19/2019 19:18,Y, , ,1, ,263299,1,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,3700,BATES ST,3, , , , ,889739.8,996292.4
19-040585,2019-08,08/19/2019 19:30,Y, , ,1, , 72130,6,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE,4586,EMERSON AVE,71, , , , ,891023.8,1040521
19-040579,2019-08,08/19/2019 19:32,Y, , ,1, ,250000,4,LOITERING-BEGGING,801,N 3RD ST,35, ,STREET/SIDEWALK, , ,909976.6,1018888
19-040580,2019-08,08/19/2019 19:35,Y, , ,1, ,250000,4,LOITERING-BEGGING,300,CARR ST,35, , , , ,910117.3,1019851
19-040586,2019-08,08/19/2019 19:35,Y, , ,1, ,250000,4,LOITERING-BEGGING,800,N 3RD ST,35, , ,800,3RD,910107.5,1018787
19-040590,2019-08,08/19/2019 19:45,Y, , ,1, ,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,2629,RUTGER ST,31, , ,2629,RUTGER,899971.1,1014834
19-040696,2019-08,08/19/2019 20:00,Y, , ,1, ,117000,1,FAILURE TO RETURN BORROWED/RENTED VEHICL,4927,S KINGSHIGHWAY BLVD,7, , ,4927,KINGSHIGHWAY,884071.6,1001923
19-040584,2019-08,08/19/2019 20:00,Y, , ,1, ,250000,1,LOITERING-BEGGING,900,LOUGHBOROUGH AVE,1,CARONDOLET NEIGHBORHOOD,HIGHWAY 55 NORTHBOUND EXIT RAMP, , ,888861.4,991772.8
19-040623,2019-08,08/19/2019 20:00,Y, , ,1, , 72113,3,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,1916,GEYER AVE,23, , ,1916,GEYER,901819.3,1011396
19-040589,2019-08,08/19/2019 20:21,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,S GRAND BLVD / MAGNOLIA AVE,25, , , , ,894131.7,1009779
19-040778,2019-08,08/19/2019 20:45,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4257,ELLENWOOD AVE,5, , ,4257,ELLENWOOD,887450.1,1002158
19-040594,2019-08,08/19/2019 20:50,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4414,MAFFITT AVE,57, ,SOUTH ALLEY,4414,MAFFITT,893884.9,1030461
19-040591,2019-08,08/19/2019 20:50,Y, , ,1, ,250000,4,LOITERING-BEGGING,0,S 8TH ST / CERRE ST,35, ,INTERSECTION, , ,907582.9,1015102
19-041399,2019-08,08/19/2019 21:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,8500,N BROADWAY,74, , ,8500,BROADWAY,897467.5,1050141
19-041412,2019-08,08/19/2019 21:00,Y, , ,1, , 51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3949,LINDELL BLVD,38, , ,3949,LINDELL,893684.9,1021926
19-040672,2019-08,08/19/2019 21:00,Y, , ,1, , 64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,5416,SUTHERLAND AVE,7, , ,5416,SUTHERLAND,881775.4,1003522
19-040771,2019-08,08/19/2019 21:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,0,CHIPPEWA ST / MINNESOTA AVE,16, , ,3700,CHIPPEWA,895726.6,1002881
19-040599,2019-08,08/19/2019 22:00,Y, , ,1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4728,LEXINGTON AVE,55, , ,4728,LEXINGTON,892601.1,1033596
19-040603,2019-08,08/19/2019 22:00,Y, , ,1, , 67601,1,"LARCENY-FROM BUILDING $500 - $24,999",5102,PENNSYLVANIA AVE,17, , ,5102,PENNSYLVANIA,894626.6,995186.7
19-040706,2019-08,08/19/2019 22:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,446,WILMINGTON AVE,1, , ,446,WILMINGTON,892307.6,993426.7
19-040671,2019-08,08/19/2019 22:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,BUCKINGHAM CT / LACLEDE AVE,38, , ,4947,BUCKINGHAM,887554.6,1022240
19-040601,2019-08,08/19/2019 22:40,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,GOODFELLOW BLVD / I 70 EASTBOU,70, , , , ,887564.6,1043980
19-040607,2019-08,08/19/2019 22:46,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",999,N 2ND ST,35,LUMIERE,CASINO,999,2ND,910439.8,1019433
19-040602,2019-08,08/19/2019 22:50,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,401,S 14TH ST,36, ,@METROLINK - CIVIC CENTER,401,14TH,905172.7,1016526
19-040627,2019-08,08/19/2019 23:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6404,GRAVOIS AVE,4, , ,6404,GRAVOIS,882992.4,997813.9
19-040730,2019-08,08/19/2019 23:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5084,WELLS AVE,51, , ,5084,WELLS,887362.4,1030327
19-040689,2019-08,08/19/2019 23:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,3714,GUSTINE AVE,15, , ,3714,GUSTINE,891301.6,1003681
